Symbol,Name,Price,Change,Change %,Market Cap,Volume,Circulating Supply,Calculation Date,Calculation Hour
BTC-USD,Bitcoin USD,88434.56,3312.3281,3.8912618,1754667417600,31729334272,19841420,2025-03-24,17:14:06
ETH-USD,Ethereum USD,2092.2908,95.44324,4.779697,252412477440,14517226496,120639296,2025-03-24,17:14:06
BNB-USD,BNB USD,637.41754,14.505249,2.3286252,90814676992,1771778432,142472832,2025-03-24,17:14:06
XRP-USD,XRP USD,2.469299,0.06665707,2.7743187,143609774080,3295293440,58158112768,2025-03-24,17:14:06
ADA-USD,Cardano USD,0.7372914,0.03665495,5.231661,25981368320,840710528,35238940672,2025-03-24,17:14:06
SOL-USD,Solana USD,142.89433,12.139404,9.284089,73067683840,4043562752,511340672,2025-03-24,17:14:06
DOGE-USD,Dogecoin USD,0.18760586,0.016415492,9.589028,27871735808,1350274944,148565377024,2025-03-24,17:14:06
DOT-USD,Polkadot USD,4.690992,0.21598911,4.8265724,7322596352,191794944,1560990976,2025-03-24,17:14:06
MATIC-USD,Polygon USD,0.21823609,0.005908981,2.782965,0,1267171,0,2025-03-24,17:14:06
LTC-USD,Litecoin USD,94.81973,3.4272003,3.749984,7164433408,526738560,75558472,2025-03-24,17:14:06
BCH-USD,Bitcoin Cash USD,336.208,13.192932,4.0843153,6672572928,230625952,19846562,2025-03-24,17:14:06
LINK-USD,Chainlink USD,15.187535,0.81458473,5.6674843,9979728896,411649248,657099968,2025-03-24,17:14:06
XLM-USD,Stellar USD,0.29015613,0.006900072,2.435979,8925469696,187671504,30760921088,2025-03-24,17:14:06
UNI-USD,UNICORN Token USD,0.00017735161,6.5076165e-06,3.8091,18961,3,106912512,2025-03-24,17:14:06
ETC-USD,Ethereum Classic USD,18.30306,0.6296787,3.5628674,2768275712,105574840,151246608,2025-03-24,17:14:06
FIL-USD,Filecoin USD,3.1402388,0.1460011,4.8760605,2028412032,135077488,645941952,2025-03-24,17:14:06
ATOM-USD,Cosmos USD,4.943773,0.20137358,4.2462344,1932689920,141887712,390934208,2025-03-24,17:14:06
VET-USD,VeChain USD,0.026275527,0.001372382,5.5108767,2259302400,73480800,85985042432,2025-03-24,17:14:06
HBAR-USD,Hedera USD,0.19531041,0.012382448,6.7690277,8245888512,215869136,42219401216,2025-03-24,17:14:06
ICP-USD,Internet Computer USD,6.0742064,0.2873063,4.9647684,2926620672,62094068,481811200,2025-03-24,17:14:06
EGLD-USD,MultiversX USD,19.1361,0.86460686,4.7319984,536077248,34063184,28013922,2025-03-24,17:14:06
MANA-USD,Decentraland USD,0.2806082,0.01836437,7.002786,545012736,121286904,1942255232,2025-03-24,17:14:06
SAND-USD,The Sandbox USD,0.30037233,0.018236995,6.4639196,745331072,68547896,2481357056,2025-03-24,17:14:06
AXS-USD,Axie Infinity USD,3.512163,0.16790795,5.0207844,561255424,24703386,159803360,2025-03-24,17:14:06
THETA-USD,Theta Network USD,0.98068696,0.06899732,7.5680685,980686976,25072140,1000000000,2025-03-24,17:14:06
AAVE-USD,Aave USD,191.99016,8.541336,4.655976,2897412608,242780400,15091464,2025-03-24,17:14:06
FTM-USD,Fantom USD,0.69689536,-0.004967928,-0.70781803,1953840128,46269352,2803634944,2025-03-24,17:14:06
GRT-USD,Golden Ratio Token USD,0.45430142,-0.03135559,-6.45632,0,2312535,0,2025-03-24,17:14:06
FLOW-USD,Flow USD,0.42757422,0.018196285,4.4448586,671747264,22772658,1571065856,2025-03-24,17:14:06
KSM-USD,Kusama USD,18.214771,1.085495,6.3370733,296435840,19902846,16274475,2025-03-24,17:14:06
XTZ-USD,Tezos USD,0.7181485,0.03144276,4.578785,743993088,16148264,1035987776,2025-03-24,17:14:06
NEO-USD,Neo USD,8.19017,0.18584919,2.3218596,577725056,43414740,70538832,2025-03-24,17:14:06
CHZ-USD,Chiliz USD,0.047576986,0.002536673,5.6320033,451305824,49352324,9485800448,2025-03-24,17:14:06
CAKE-USD,PancakeSwap USD,2.6299865,0.02260685,0.86703426,770093888,228893824,292812864,2025-03-24,17:14:06
ZIL-USD,Zilliqa USD,0.012950945,0.00074790884,6.128867,254998048,36931436,19689531392,2025-03-24,17:14:06
ENJ-USD,Enjin Coin USD,0.0970067,0.006114982,6.7277718,176427392,18477068,1818713472,2025-03-24,17:14:06
LRC-USD,Loopring USD,0.110561624,0.0056392103,5.3746486,151118480,14212828,1366825856,2025-03-24,17:14:06
BAT-USD,Basic Attention Token USD,0.15489477,0.0070851147,4.793408,231671200,16116698,1495668352,2025-03-24,17:14:06
DASH-USD,Dash USD,23.877523,0.6515484,2.8052583,291220320,39425920,12196420,2025-03-24,17:14:06
CRV-USD,Curve DAO Token USD,0.501506,-0.007500589,-1.4735743,654876160,122326992,1305819264,2025-03-24,17:14:06
RUNE-USD,THORChain USD,1.279018,0.0044692755,0.35065848,449879328,123384224,351738048,2025-03-24,17:14:06
1INCH-USD,1inch Network USD,0.21603073,0.0067533404,3.2269819,297626336,21817282,1377703680,2025-03-24,17:14:06
CELO-USD,Celo USD,0.387803,0.017893493,4.837261,219212624,18666254,565268032,2025-03-24,17:14:06
XEM-USD,NEM USD,0.019692266,0.00052652135,2.7472017,177230400,22348284,8999999488,2025-03-24,17:14:06
QTUM-USD,Qtum USD,2.2432969,0.11357188,5.332693,236834080,42495720,105574120,2025-03-24,17:14:06
ONT-USD,Ontology USD,0.15553828,0.0065664053,4.4078097,142114992,8050796,913697856,2025-03-24,17:14:06
OMG-USD,OMG Network USD,0.22430514,0.0005777329,0.25823623,31457764,15457656,140245392,2025-03-24,17:14:06
YFI-USD,yearn.finance USD,5355.918,208.50537,4.050682,180760448,26322166,33749,2025-03-24,17:14:06
ICX-USD,ICON USD,0.10648323,0.006363921,6.3563313,112431600,3015532,1055862080,2025-03-24,17:14:06
BTT-USD,BitTorrent [New] USD,7.074571e-07,2.0110008e-08,2.9257421,697595968,18952176,986061140393984,2025-03-24,17:14:06
WAVES-USD,Waves USD,1.4200783,0.037883997,2.7408657,166590784,23282022,117310992,2025-03-24,17:14:06
ZRX-USD,0x Protocol USD,0.28892052,0.030353278,11.73903,245119168,141424240,848396544,2025-03-24,17:14:06
KAVA-USD,Kava USD,0.49308497,-0.014095068,-2.7791069,533938784,28771082,1082853504,2025-03-24,17:14:06
