Symbol,Name,Price,Change,Change %,Market Cap,Volume,Circulating Supply,Calculation Date,Calculation Hour
BTC-USD,Bitcoin USD,83341.59,380.53906,0.45869035,1653227126784,28801249280,19836760,2025-03-14,09:39:57
ETH-USD,Ethereum USD,1904.4595,3.01062,0.15832935,229704826880,14651057152,120614184,2025-03-14,09:39:57
BNB-USD,BNB USD,579.35864,-1.7844849,-0.30706775,82544132096,2317651968,142475024,2025-03-14,09:39:57
XRP-USD,XRP USD,2.3153367,-0.0049471855,-0.21321432,134541713408,5289097216,58108919808,2025-03-14,09:39:57
ADA-USD,Cardano USD,0.720509,-0.013981521,-1.9035721,25383987200,1089850880,35230629888,2025-03-14,09:39:57
SOL-USD,Solana USD,126.33048,-1.412941,-1.1060773,64372531200,2375408896,509556608,2025-03-14,09:39:57
DOGE-USD,Dogecoin USD,0.17006132,-0.0013165325,-0.76820993,25241225216,1145877376,148424261632,2025-03-14,09:39:57
DOT-USD,Polkadot USD,4.1563916,0.07168865,1.7550491,6474043904,205072240,1557611648,2025-03-14,09:39:57
MATIC-USD,Polygon USD,0.21475114,-0.0033676922,-1.5439707,410987232,3148594,1913783680,2025-03-14,09:39:57
LTC-USD,Litecoin USD,90.641556,0.0030288696,0.00333778,6848737280,481690336,75558472,2025-03-14,09:39:57
BCH-USD,Bitcoin Cash USD,331.86942,-4.2378845,-1.2608796,6584945664,263722480,19841978,2025-03-14,09:39:57
LINK-USD,Chainlink USD,14.09429,0.5861788,4.339457,8993565696,700073664,638099968,2025-03-14,09:39:57
XLM-USD,Stellar USD,0.27639413,-0.012881517,-4.453027,8494390784,408900768,30732890112,2025-03-14,09:39:57
UNI-USD,UNICORN Token USD,0.00016757361,7.5961e-09,0.00452695,17915,3,106912512,2025-03-14,09:39:57
ETC-USD,Ethereum Classic USD,18.14234,0.08429718,0.4668121,2741529856,117516112,151112240,2025-03-14,09:39:57
FIL-USD,Filecoin USD,2.8438027,0.026527166,0.9415836,1830667008,126026408,643739072,2025-03-14,09:39:57
ATOM-USD,Cosmos USD,4.0428977,0.10195804,2.5871532,1580507008,114482072,390934208,2025-03-14,09:39:57
VET-USD,VeChain USD,0.02422194,-0.00026569702,-1.0850257,2082724480,69716936,85985042432,2025-03-14,09:39:57
HBAR-USD,Hedera USD,0.19275747,-0.008383766,-4.1680965,8137754112,360371072,42217582592,2025-03-14,09:39:57
ICP-USD,Internet Computer USD,5.5911794,-0.01373291,-0.2450146,2691629056,56281528,481406336,2025-03-14,09:39:57
EGLD-USD,MultiversX USD,17.843086,-0.3379612,-1.8588667,499059232,23774798,27969334,2025-03-14,09:39:57
MANA-USD,Decentraland USD,0.27488118,0.0042352974,1.564882,533889376,50364528,1942255232,2025-03-14,09:39:57
SAND-USD,The Sandbox USD,0.27858415,-0.0024553537,-0.87367195,687923776,60716620,2469357056,2025-03-14,09:39:57
AXS-USD,Axie Infinity USD,3.2124639,0.010763168,0.33616576,512160288,25734080,159429120,2025-03-14,09:39:57
THETA-USD,Theta Network USD,0.8828207,-0.009897828,-1.1087284,882820736,29081506,1000000000,2025-03-14,09:39:57
AAVE-USD,Aave USD,167.18332,-6.6703796,-3.8367789,2522563072,354517216,15088604,2025-03-14,09:39:57
FTM-USD,Fantom USD,0.69689536,-0.004967928,-0.70781803,1953840128,46269352,2803634944,2025-03-14,09:39:57
GRT-USD,Golden Ratio Token USD,0.45430142,-0.03135559,-6.45632,0,2312535,0,2025-03-14,09:39:57
FLOW-USD,Flow USD,0.4012199,-0.0012337267,-0.30655354,629751808,27794570,1569592576,2025-03-14,09:39:57
KSM-USD,Kusama USD,16.276531,0.038196564,0.23522323,264163264,14226201,16229703,2025-03-14,09:39:57
XTZ-USD,Tezos USD,0.69623387,0.0013851523,0.19934645,720272192,25674804,1034526272,2025-03-14,09:39:57
NEO-USD,Neo USD,7.9582734,0.031532764,0.39779797,561367296,24750600,70538832,2025-03-14,09:39:57
CHZ-USD,Chiliz USD,0.04323617,-0.0002136454,-0.49171075,409177120,46990188,9463769088,2025-03-14,09:39:57
CAKE-USD,PancakeSwap USD,1.6073791,0.016261458,1.0220186,465082880,100620400,289342400,2025-03-14,09:39:57
ZIL-USD,Zilliqa USD,0.012298625,-2.6337802e-06,-0.02141255,241635440,17350956,19647354880,2025-03-14,09:39:57
ENJ-USD,Enjin Coin USD,0.09131718,-0.00060420483,-0.6573079,165830912,13575530,1815988224,2025-03-14,09:39:57
LRC-USD,Loopring USD,0.105889566,0.0013935268,1.3335761,144732608,12586393,1366825856,2025-03-14,09:39:57
BAT-USD,Basic Attention Token USD,0.14830749,9.0658665e-05,0.06117177,221818816,15005238,1495668352,2025-03-14,09:39:57
DASH-USD,Dash USD,22.783949,0.4670639,2.092875,277478464,41544524,12178681,2025-03-14,09:39:57
CRV-USD,Curve DAO Token USD,0.40185598,-0.006451577,-1.580076,521888896,98717728,1298696320,2025-03-14,09:39:57
RUNE-USD,THORChain USD,1.2116656,0.058300257,5.054794,426257888,132843096,351794976,2025-03-14,09:39:57
1INCH-USD,1inch Network USD,0.19942114,0.00020559132,0.103201,274669632,21497272,1377334656,2025-03-14,09:39:57
CELO-USD,Celo USD,0.33186656,-0.0014130175,-0.42397392,187593552,19605912,565268032,2025-03-14,09:39:57
XEM-USD,NEM USD,0.019400815,0.00025401637,1.3266858,174607328,31979332,8999999488,2025-03-14,09:39:57
QTUM-USD,Qtum USD,2.1377695,0.0018618107,0.08716474,225663376,46879732,105560200,2025-03-14,09:39:57
ONT-USD,Ontology USD,0.14445522,0.0018452406,1.293909,131843968,7104707,912697856,2025-03-14,09:39:57
OMG-USD,OMG Network USD,0.20293312,-0.0006621778,-0.32524636,28460436,16414901,140245392,2025-03-14,09:39:57
YFI-USD,yearn.finance USD,5087.698,8.4140625,0.1656571,171718080,30165600,33751,2025-03-14,09:39:57
ICX-USD,ICON USD,0.102188006,0.00078915805,0.7782753,107735536,3796939,1054287488,2025-03-14,09:39:57
BTT-USD,BitTorrent [New] USD,6.911793e-07,-5.4637894e-10,-0.07899091,681545088,20384752,986061140393984,2025-03-14,09:39:57
WAVES-USD,Waves USD,1.42352,-0.009827375,-0.6856233,166867264,28807546,117221592,2025-03-14,09:39:57
