Symbol,Name,Price,Change,Change %,Market Cap,Volume,Circulating Supply,Calculation Date,Calculation Hour
BTC-USD,Bitcoin USD,83613.28,-262.65625,-0.31315172,1658721796096,25715533824,19838018,2025-03-17,06:59:31
ETH-USD,Ethereum USD,1907.196,-2.3833008,-0.12480386,230049185792,10505596928,120621680,2025-03-17,06:59:31
BNB-USD,BNB USD,638.70636,36.854553,6.1235266,90999447552,1971415296,142474624,2025-03-17,06:59:31
XRP-USD,XRP USD,2.346667,-0.00021624565,-0.00921251,136362278912,4238220544,58108919808,2025-03-17,06:59:31
ADA-USD,Cardano USD,0.72442526,-0.0041745305,-0.5729507,25524977664,1005015936,35234795520,2025-03-17,06:59:31
SOL-USD,Solana USD,128.85101,-4.6203003,-3.4616387,65704390656,2683305984,509925280,2025-03-17,06:59:31
DOGE-USD,Dogecoin USD,0.17395926,0.0018167049,1.0553536,25826629632,1143520384,148463681536,2025-03-17,06:59:31
DOT-USD,Polkadot USD,4.4230013,0.15192986,3.557185,6892731904,199918144,1558383360,2025-03-17,06:59:31
MATIC-USD,Polygon USD,0.21687421,0.00036752224,0.169757,415050336,4539685,1913783680,2025-03-17,06:59:31
LTC-USD,Litecoin USD,93.473465,2.1436844,2.3471956,7062711808,642648960,75558472,2025-03-17,06:59:31
BCH-USD,Bitcoin Cash USD,335.98624,2.362671,0.7081816,6667073536,285347424,19843294,2025-03-17,06:59:31
LINK-USD,Chainlink USD,13.795573,-0.17071152,-1.2223153,9065070592,335170400,657099968,2025-03-17,06:59:31
XLM-USD,Stellar USD,0.27345774,0.0034673512,1.2842591,8403869696,181222128,30731876352,2025-03-17,06:59:31
UNI-USD,UNICORN Token USD,0.00016809345,-4.7047797e-07,-0.27910927,17971,3,106912512,2025-03-17,06:59:31
ETC-USD,Ethereum Classic USD,17.851175,0.12765121,0.7202443,2698210304,100332656,151150288,2025-03-17,06:59:31
FIL-USD,Filecoin USD,2.9259956,0.024761677,0.85349,1884921856,111700976,644198400,2025-03-17,06:59:31
ATOM-USD,Cosmos USD,4.5814714,-0.025650978,-0.556771,1791053824,180444144,390934208,2025-03-17,06:59:31
VET-USD,VeChain USD,0.025095575,0.0003889948,1.5744551,2157843968,50073724,85985042432,2025-03-17,06:59:31
HBAR-USD,Hedera USD,0.19099429,0.0017418861,0.9204041,8063664128,348651200,42219401216,2025-03-17,06:59:31
ICP-USD,Internet Computer USD,5.7519283,0.012346745,0.21510765,2770958336,58834888,481744256,2025-03-17,06:59:31
EGLD-USD,MultiversX USD,18.325117,0.28321457,1.5697553,512910816,17328276,27989498,2025-03-17,06:59:31
MANA-USD,Decentraland USD,0.26672134,-0.0059577227,-2.1848793,518040928,39043252,1942255232,2025-03-17,06:59:31
SAND-USD,The Sandbox USD,0.28507867,-0.0009887516,-0.34563658,703961088,61214744,2469357056,2025-03-17,06:59:31
AXS-USD,Axie Infinity USD,3.4275682,0.13757277,4.181556,546697344,23083394,159500064,2025-03-17,06:59:31
THETA-USD,Theta Network USD,0.92473376,0.034011304,3.8183951,924733760,21593680,1000000000,2025-03-17,06:59:31
AAVE-USD,Aave USD,170.88187,-0.28700256,-0.16766758,2578422016,223467504,15088915,2025-03-17,06:59:31
FTM-USD,Fantom USD,0.69689536,-0.004967928,-0.70781803,1953840128,46269352,2803634944,2025-03-17,06:59:31
GRT-USD,Golden Ratio Token USD,0.45430142,-0.03135559,-6.45632,0,2312535,0,2025-03-17,06:59:31
FLOW-USD,Flow USD,0.41330093,0.003267467,0.79688096,648714048,17969374,1569592576,2025-03-17,06:59:31
KSM-USD,Kusama USD,17.149006,0.41986847,2.5098073,278542848,13184709,16242507,2025-03-17,06:59:31
XTZ-USD,Tezos USD,0.7017645,-0.005140066,-0.72712576,726304448,23752106,1034968960,2025-03-17,06:59:31
NEO-USD,Neo USD,8.016922,-0.042773247,-0.53069943,565504320,22563350,70538832,2025-03-17,06:59:31
CHZ-USD,Chiliz USD,0.045393087,-0.00061956793,-1.3465152,429872288,55000060,9469993984,2025-03-17,06:59:31
CAKE-USD,PancakeSwap USD,2.4943876,0.6414299,34.616547,757445568,494370176,303659936,2025-03-17,06:59:31
ZIL-USD,Zilliqa USD,0.012323674,9.496417e-05,0.77656627,242274976,13491737,19659315200,2025-03-17,06:59:31
ENJ-USD,Enjin Coin USD,0.09117504,-0.00022670627,-0.24803129,165640480,14189178,1816730496,2025-03-17,06:59:31
LRC-USD,Loopring USD,0.10641226,0.0002655983,0.25021937,145447024,13431332,1366825856,2025-03-17,06:59:31
BAT-USD,Basic Attention Token USD,0.14866672,1.4603138e-05,0.00982783,222356128,12421433,1495668352,2025-03-17,06:59:31
DASH-USD,Dash USD,22.99442,0.07798958,0.34032246,280116512,38320228,12181934,2025-03-17,06:59:31
CRV-USD,Curve DAO Token USD,0.44278932,0.017967224,4.229359,575549312,116145720,1299826688,2025-03-17,06:59:31
RUNE-USD,THORChain USD,1.1783146,-0.016589165,-1.38833,414513888,114300248,351785440,2025-03-17,06:59:31
1INCH-USD,1inch Network USD,0.20514135,0.0035831183,1.7777073,282548288,22924032,1377334656,2025-03-17,06:59:31
CELO-USD,Celo USD,0.3483977,0.0035031438,1.0157086,196938080,15596575,565268032,2025-03-17,06:59:31
XEM-USD,NEM USD,0.01938315,-7.726997e-05,-0.39706296,174448336,19811916,8999999488,2025-03-17,06:59:31
QTUM-USD,Qtum USD,2.1832745,-0.0121872425,-0.5551144,230475424,46902732,105564112,2025-03-17,06:59:31
ONT-USD,Ontology USD,0.1476364,0.00031408668,0.21319586,134747424,7125464,912697856,2025-03-17,06:59:31
OMG-USD,OMG Network USD,0.2243932,-0.012107685,-5.1195087,31470114,16215509,140245392,2025-03-17,06:59:31
YFI-USD,yearn.finance USD,4981.6104,-108.20117,-2.1258326,168127680,23586902,33749,2025-03-17,06:59:31
ICX-USD,ICON USD,0.10214936,-0.0004759133,-0.4637399,107750600,1990964,1054833792,2025-03-17,06:59:31
BTT-USD,BitTorrent [New] USD,6.940455e-07,-1.0811618e-09,-0.15553547,684371328,20236914,986061140393984,2025-03-17,06:59:31
WAVES-USD,Waves USD,1.4279449,0.019859314,1.4103813,167421360,22569364,117246376,2025-03-17,06:59:31
ZRX-USD,0x Protocol USD,0.25127065,0.00090289116,0.36061952,213177152,34001168,848396544,2025-03-17,06:59:31
KAVA-USD,Kava USD,0.5002271,0.017335624,3.5899637,541672640,29044356,1082853504,2025-03-17,06:59:31
ANKR-USD,Ankr USD,0.017912775,0.00010583922,0.59436303,179127760,13722051,10000000000,2025-03-17,06:59:31
ALGO-USD,Algorand USD,0.19184105,-0.0033220947,-1.7022135,1630312832,84647584,8498248192,2025-03-17,06:59:31
STX-USD,Stox USD,0.0024370463,0.0001371426,5.962971,0,882,0,2025-03-17,06:59:31
DGB-USD,DigiByte USD,0.008266082,-0.00015376322,-1.8262043,145383152,6192977,17587914752,2025-03-17,06:59:31
HNT-USD,Helium USD,3.1833026,-0.041059017,-1.2734022,571727808,8766332,179602096,2025-03-17,06:59:31
KLAY-USD,Klaytn USD,0.10912915,-0.00076200813,-0.6934239,0,272202,0,2025-03-17,06:59:31
GALA-USD,Gala USD,0.01702767,-3.052503e-05,-0.17894848,741605696,60224476,43552976896,2025-03-17,06:59:31
RSR-USD,Reserve Rights USD,0.0056839697,5.1441602e-06,0.09058562,317732416,26775796,55899742208,2025-03-17,06:59:31
MINA-USD,Mina USD,0.2624032,-0.0006825328,-0.25943494,320305312,14208710,1220660992,2025-03-17,06:59:31
XDC-USD,XDC Network USD,0.06734088,-0.0007605478,-1.1167835,1056943936,29895768,15695427584,2025-03-17,06:59:31
RVN-USD,Ravencoin USD,0.012156685,-0.0001428537,-1.1614547,181577680,10088681,14936448000,2025-03-17,06:59:31
IOST-USD,IOST USD,0.0045328783,-0.00011289213,-2.4299984,103853328,20131346,22911123456,2025-03-17,06:59:31
WAXP-USD,WAX USD,0.024165818,4.1458756e-05,0.17185055,105080848,4960195,4348325888,2025-03-17,06:59:31
SC-USD,Siacoin USD,0.0033273466,-1.9543804e-05,-0.5839385,186416720,21706154,56025636864,2025-03-17,06:59:31
COTI-USD,COTI USD,0.06822525,-0.000575237,-0.83609605,122280736,17221906,1792308992,2025-03-17,06:59:31
TEL-USD,Telcoin USD,0.0055271653,-6.112829e-05,-1.0938644,518890720,3099632,93880082432,2025-03-17,06:59:31
WIN-USD,WINkLink USD,5.748546e-05,-6.581431e-07,-1.1319265,57123412,27107128,993701855232,2025-03-17,06:59:31
TWT-USD,Trust Wallet Token USD,0.877904,0.0055882335,0.6406209,365778624,18275616,416649888,2025-03-17,06:59:31
ZEN-USD,Horizen USD,9.397946,0.14852142,1.6057416,149606560,38665660,15919069,2025-03-17,06:59:31
AR-USD,Arweave USD,6.8923826,0.33637524,5.1307898,452501920,59103380,65652464,2025-03-17,06:59:31
BNT-USD,Bancor USD,0.40169296,0.0042907,1.0796956,46534500,4725315,115845944,2025-03-17,06:59:31
OGN-USD,Origin Protocol USD,0.06458564,0.0007574782,1.1867391,44585588,8610092,690332864,2025-03-17,06:59:31
UMA-USD,UMA USD,1.2002387,0.0075255632,0.6309596,103031808,10104911,85842768,2025-03-17,06:59:31
BAL-USD,Balancer USD,1.4291074,-0.0024459362,-0.17086469,89296344,6361002,62484000,2025-03-17,06:59:31
REEF-USD,Reef USD,0.0005080238,5.5983517e-05,12.384631,10676473,4904865,21015693312,2025-03-17,06:59:31
LPT-USD,Livepeer USD,5.539831,-0.039007664,-0.6992092,215600624,24133344,38918268,2025-03-17,06:59:31
STORJ-USD,Storj USD,0.29148558,-0.0014820993,-0.50589013,117238592,17743886,402210624,2025-03-17,06:59:31
RLC-USD,iExec RLC USD,1.2754397,0.01854992,1.4758552,92319584,7843094,72382552,2025-03-17,06:59:31
NKN-USD,NKN USD,0.047741752,0.0005523637,1.1705284,37500488,5684072,785486272,2025-03-17,06:59:31
OCEAN-USD,Ocean Protocol USD,0.22997755,0.00067447126,0.2941398,0,196432,0,2025-03-17,06:59:31
BAND-USD,Band Protocol USD,0.7875635,0.009361565,1.2029823,124713240,7935719,158353248,2025-03-17,06:59:31
SKL-USD,SKALE USD,0.027498906,-0.00027921796,-1.0051727,159358992,17852972,5795102720,2025-03-17,06:59:31
MTL-USD,Metal DAO USD,0.75733703,-0.0015618205,-0.20580435,63628084,966747,84015544,2025-03-17,06:59:31
CVC-USD,Civic USD,0.0957501,-0.001474373,-1.5164611,95750104,9951190,1000000000,2025-03-17,06:59:31
PERP-USD,Perpetual Protocol USD,0.35921687,0.0010605156,0.2961017,23709090,9103573,66002156,2025-03-17,06:59:31
STMX-USD,StormX USD,0.0040246313,0.00027434854,7.31541,49700172,157719664,12349000704,2025-03-17,06:59:31
CTSI-USD,Cartesi USD,0.07423797,-0.00016322732,-0.2193846,63814412,7403752,859592576,2025-03-17,06:59:31
SXP-USD,Solar USD,0.19987795,0.0022400916,1.1334277,127285904,5303529,636818176,2025-03-17,06:59:31
TRX-USD,TRON USD,0.2140646,-0.0037788749,-1.7346736,20341817344,713720000,95026536448,2025-03-17,06:59:31
FTT-USD,FTX Token USD,1.2947869,-0.0050036907,-0.38496178,425849056,14232808,328895104,2025-03-17,06:59:31
EWT-USD,Energy Web Token USD,0.832138,-0.0691421,-7.6715484,25015848,134045,30062138,2025-03-17,06:59:31
API3-USD,API3 USD,0.6123855,0.0062434077,1.0300248,52923564,12477733,86421976,2025-03-17,06:59:31
MOVR-USD,Moonriver USD,6.115304,0.06970739,1.1530313,58135152,5491065,9506502,2025-03-17,06:59:31
KMD-USD,Komodo USD,0.16927288,0.0023097247,1.383375,23013306,1808438,135953872,2025-03-17,06:59:31
PUNDIX-USD,Pundi X (New) USD,0.3025541,0.002159685,0.7189484,78175912,7571214,258386544,2025-03-17,06:59:31
GNO-USD,Gnosis USD,125.459206,0.25067902,0.2002133,324687936,3971532,2587996,2025-03-17,06:59:31
MLN-USD,Enzyme USD,9.514918,-0.011728287,-0.12311299,28236236,1747920,2967575,2025-03-17,06:59:31
