Symbol,Name,Price,Change,Change %,Market Cap,Volume,Circulating Supply,Calculation Date,Calculation Hour
BTC-USD,Bitcoin USD,87659.22,2621.6328,3.082908,1739276156928,23801245696,19841336,2025-03-24,11:04:55
ETH-USD,Ethereum USD,2082.5977,63.928345,3.1668556,251243102208,12531764224,120639296,2025-03-24,11:04:55
BNB-USD,BNB USD,626.33307,2.3656616,0.3791331,89235488768,1591467904,142472896,2025-03-24,11:04:55
XRP-USD,XRP USD,2.4553568,0.03807068,1.5749292,142798913536,2915160832,58158112768,2025-03-24,11:04:55
ADA-USD,Cardano USD,0.73034257,0.018798709,2.6419597,25736499200,783738112,35238940672,2025-03-24,11:04:55
SOL-USD,Solana USD,144.18489,10.604721,7.9388413,73727688704,3561787904,511341280,2025-03-24,11:04:55
DOGE-USD,Dogecoin USD,0.17664544,0.0050599277,2.948932,26242791424,804442880,148561952768,2025-03-24,11:04:55
DOT-USD,Polkadot USD,4.6789813,0.18988895,4.230009,7302807552,184820128,1560768768,2025-03-24,11:04:55
MATIC-USD,Polygon USD,0.21823609,0.005908981,2.782965,0,1267171,0,2025-03-24,11:04:55
LTC-USD,Litecoin USD,93.363396,1.0644608,1.1532825,7054394880,475552000,75558472,2025-03-24,11:04:55
BCH-USD,Bitcoin Cash USD,329.86243,5.2011414,1.6020205,6546599424,229494016,19846454,2025-03-24,11:04:55
LINK-USD,Chainlink USD,15.142133,0.6945429,4.8073335,9949894656,349550560,657099968,2025-03-24,11:04:55
XLM-USD,Stellar USD,0.28990188,0.008345485,2.964059,8916779008,178750336,30757922816,2025-03-24,11:04:55
UNI-USD,UNICORN Token USD,0.00017603413,5.1595416e-06,3.019493,18820,3,106912512,2025-03-24,11:04:55
ETC-USD,Ethereum Classic USD,18.200676,0.4480877,2.5240667,2752730624,100278344,151243328,2025-03-24,11:04:55
FIL-USD,Filecoin USD,3.1231384,0.098455906,3.255079,2017366272,131738608,645941952,2025-03-24,11:04:55
ATOM-USD,Cosmos USD,4.829794,0.04531145,0.9470507,1888131584,141713776,390934208,2025-03-24,11:04:55
VET-USD,VeChain USD,0.026489254,0.001094101,4.308309,2277679616,74474240,85985042432,2025-03-24,11:04:55
HBAR-USD,Hedera USD,0.19195856,0.0077727437,4.2200537,8104374784,204037344,42219401216,2025-03-24,11:04:55
ICP-USD,Internet Computer USD,6.023345,0.18173599,3.1110656,2902104576,55572576,481809472,2025-03-24,11:04:55
EGLD-USD,MultiversX USD,19.037462,0.6558609,3.5680268,533256736,35961640,28010916,2025-03-24,11:04:55
MANA-USD,Decentraland USD,0.28055143,0.015206367,5.730786,544902464,125030360,1942255232,2025-03-24,11:04:55
SAND-USD,The Sandbox USD,0.3002438,0.014292806,4.9983344,745012032,66586124,2481357056,2025-03-24,11:04:55
AXS-USD,Axie Infinity USD,3.4937222,0.09853077,2.9020693,558285760,23380030,159796848,2025-03-24,11:04:55
THETA-USD,Theta Network USD,0.9736034,0.048612,5.2553988,973603456,24342142,1000000000,2025-03-24,11:04:55
AAVE-USD,Aave USD,191.66325,5.7841034,3.1117501,2892462848,246917440,15091379,2025-03-24,11:04:55
FTM-USD,Fantom USD,0.69689536,-0.004967928,-0.70781803,1953840128,46269352,2803634944,2025-03-24,11:04:55
GRT-USD,Golden Ratio Token USD,0.45430142,-0.03135559,-6.45632,0,2312535,0,2025-03-24,11:04:55
FLOW-USD,Flow USD,0.42790076,0.009517521,2.2748377,672260288,22306484,1571065856,2025-03-24,11:04:55
KSM-USD,Kusama USD,18.251987,0.9856224,5.7083344,297030720,20403948,16273883,2025-03-24,11:04:55
XTZ-USD,Tezos USD,0.71059024,0.024223268,3.5292015,736148544,15902017,1035967680,2025-03-24,11:04:55
NEO-USD,Neo USD,8.187606,0.049959183,0.6139283,577544192,37745936,70538832,2025-03-24,11:04:55
CHZ-USD,Chiliz USD,0.04721783,0.0015282296,3.344809,447874560,52841000,9485285376,2025-03-24,11:04:55
CAKE-USD,PancakeSwap USD,2.5291088,-0.098106384,-3.7342305,740424832,188060336,292761184,2025-03-24,11:04:55
ZIL-USD,Zilliqa USD,0.012991236,0.000489085,3.912003,255785344,36728768,19689070592,2025-03-24,11:04:55
ENJ-USD,Enjin Coin USD,0.09635694,0.004743658,5.1779137,175221760,17157700,1818465280,2025-03-24,11:04:55
LRC-USD,Loopring USD,0.11035709,0.00349503,3.270605,150838928,13895894,1366825856,2025-03-24,11:04:55
BAT-USD,Basic Attention Token USD,0.15343118,0.0043337494,2.9066598,229482160,16545843,1495668352,2025-03-24,11:04:55
DASH-USD,Dash USD,23.86548,0.5428505,2.3275678,291069056,38391632,12196237,2025-03-24,11:04:55
CRV-USD,Curve DAO Token USD,0.5109562,0.010350645,2.0676198,667176832,147835536,1305741696,2025-03-24,11:04:55
RUNE-USD,THORChain USD,1.2868581,0.008564949,0.6700246,452638432,113549592,351739168,2025-03-24,11:04:55
1INCH-USD,1inch Network USD,0.21485136,0.0025247335,1.1890773,296001504,22152782,1377703680,2025-03-24,11:04:55
CELO-USD,Celo USD,0.38160536,-0.0007531047,-0.19696069,215709312,20785030,565268032,2025-03-24,11:04:55
XEM-USD,NEM USD,0.019487355,0.00017816946,0.92272156,175386208,24918622,8999999488,2025-03-24,11:04:55
QTUM-USD,Qtum USD,2.2205899,0.06680155,3.1015825,234436096,42992352,105573784,2025-03-24,11:04:55
ONT-USD,Ontology USD,0.15533239,0.0048810393,3.2442691,141926864,7824103,913697856,2025-03-24,11:04:55
OMG-USD,OMG Network USD,0.2271639,0.010124728,4.664938,31858690,18703168,140245392,2025-03-24,11:04:55
YFI-USD,yearn.finance USD,5275.5103,108.87988,2.1073675,178046704,26212378,33749,2025-03-24,11:04:55
ICX-USD,ICON USD,0.10517378,0.0036083981,3.5527833,111048848,3008598,1055860544,2025-03-24,11:04:55
BTT-USD,BitTorrent [New] USD,7.0350126e-07,1.11738245e-08,1.6139555,693695232,18904622,986061140393984,2025-03-24,11:04:55
WAVES-USD,Waves USD,1.4171393,0.027645111,1.9895798,166242448,25519962,117308480,2025-03-24,11:04:55
ZRX-USD,0x Protocol USD,0.28708607,0.024491042,9.326536,243562848,127654832,848396544,2025-03-24,11:04:55
KAVA-USD,Kava USD,0.49195278,-0.020804703,-4.0574164,532712768,29320972,1082853504,2025-03-24,11:04:55
ANKR-USD,Ankr USD,0.020970426,0.0030542295,17.047304,209704256,232859248,10000000000,2025-03-24,11:04:55
ALGO-USD,Algorand USD,0.20344894,0.012860686,6.7478957,1733735168,73139144,8521721344,2025-03-24,11:04:55
