Symbol,Name,Price,Change,Change %,Market Cap,Volume,Circulating Supply,Calculation Date,Calculation Hour
BTC-USD,Bitcoin USD,88141.13,-103.61719,-0.11742181,1748877049856,31472261120,19841780,2025-03-25,11:53:57
ETH-USD,Ethereum USD,2077.313,-7.9821777,-0.3827812,250610810880,11457156096,120641816,2025-03-25,11:53:57
BNB-USD,BNB USD,634.90643,5.725952,0.9100619,90456817664,2323362304,142472672,2025-03-25,11:53:57
XRP-USD,XRP USD,2.4526706,-0.024147749,-0.9749505,142642692096,2615725312,58158112768,2025-03-25,11:53:57
ADA-USD,Cardano USD,0.7611243,0.02647072,3.6031563,26821216256,1061964800,35238940672,2025-03-25,11:53:57
SOL-USD,Solana USD,146.88528,3.7511292,2.6207037,75108253696,3407192832,511339552,2025-03-25,11:53:57
DOGE-USD,Dogecoin USD,0.1902972,0.008732423,4.809536,28273643520,1577754112,148576239616,2025-03-25,11:53:57
DOT-USD,Polkadot USD,4.7105947,-0.019249916,-0.406991,7353422336,159126144,1561039104,2025-03-25,11:53:57
MATIC-USD,Polygon USD,0.21823609,0.005908981,2.782965,0,1267171,0,2025-03-25,11:53:57
LTC-USD,Litecoin USD,93.93457,-0.21627045,-0.22970352,7097552384,431278432,75558472,2025-03-25,11:53:57
BCH-USD,Bitcoin Cash USD,332.599,1.6881104,0.51013833,6601070592,198071056,19846934,2025-03-25,11:53:57
LINK-USD,Chainlink USD,15.490444,0.33095455,2.1831543,10178769920,329249600,657099968,2025-03-25,11:53:57
XLM-USD,Stellar USD,0.29397026,0.0023989975,0.82278365,9048333312,168048384,30779758592,2025-03-25,11:53:57
UNI-USD,UNICORN Token USD,0.00017677898,-4.96977e-07,-0.2803366,18899,3,106912512,2025-03-25,11:53:57
ETC-USD,Ethereum Classic USD,18.408667,0.16833687,0.9228852,2784437760,86251112,151256896,2025-03-25,11:53:57
FIL-USD,Filecoin USD,3.129084,-0.005714655,-0.18229306,2021206784,80367656,645941952,2025-03-25,11:53:57
ATOM-USD,Cosmos USD,4.8693223,-0.024916172,-0.5090958,1903584512,129151448,390934208,2025-03-25,11:53:57
VET-USD,VeChain USD,0.026618635,4.1846186e-05,0.15744673,2288804608,51588040,85985042432,2025-03-25,11:53:57
HBAR-USD,Hedera USD,0.19897552,0.0057065487,2.9526517,8400627200,212332080,42219401216,2025-03-25,11:53:57
ICP-USD,Internet Computer USD,6.1139317,0.06346607,1.0489442,2946364672,64713344,481909952,2025-03-25,11:53:57
EGLD-USD,MultiversX USD,19.552155,0.4779663,2.50583,547732544,24926828,28013922,2025-03-25,11:53:57
MANA-USD,Decentraland USD,0.28093672,-0.002161771,-0.7636106,545650752,47210024,1942255232,2025-03-25,11:53:57
SAND-USD,The Sandbox USD,0.30430493,0.0024218857,0.80225295,755089216,54777132,2481357056,2025-03-25,11:53:57
AXS-USD,Axie Infinity USD,3.5072157,-0.009408951,-0.26755258,560512064,20157848,159816832,2025-03-25,11:53:57
THETA-USD,Theta Network USD,0.9794512,0.0017377734,0.17774177,979451200,14397854,1000000000,2025-03-25,11:53:57
AAVE-USD,Aave USD,189.10803,-3.1716156,-1.6494836,2853940224,172796960,15091586,2025-03-25,11:53:57
FTM-USD,Fantom USD,0.69689536,-0.004967928,-0.70781803,1953840128,46269352,2803634944,2025-03-25,11:53:57
GRT-USD,Golden Ratio Token USD,0.45430142,-0.03135559,-6.45632,0,2312535,0,2025-03-25,11:53:57
FLOW-USD,Flow USD,0.42592603,-0.003247559,-0.75669706,669157824,21137194,1571065856,2025-03-25,11:53:57
KSM-USD,Kusama USD,18.260292,-0.08092308,-0.4412094,297244256,9093435,16278175,2025-03-25,11:53:57
XTZ-USD,Tezos USD,0.7224252,0.008003533,1.1202805,748622272,17925796,1036262592,2025-03-25,11:53:57
NEO-USD,Neo USD,7.9523892,-0.23676348,-2.8911836,560952256,42509196,70538832,2025-03-25,11:53:57
CHZ-USD,Chiliz USD,0.048369262,0.0009208657,1.9407748,458901984,32111404,9487470592,2025-03-25,11:53:57
CAKE-USD,PancakeSwap USD,2.621773,0.054890633,2.1384096,767736256,217808432,292830944,2025-03-25,11:53:57
ZIL-USD,Zilliqa USD,0.01310625,3.6745332e-05,0.2811609,258108208,12930065,19693520896,2025-03-25,11:53:57
ENJ-USD,Enjin Coin USD,0.09981955,0.0030069277,3.10593,181543168,16562559,1818713472,2025-03-25,11:53:57
LRC-USD,Loopring USD,0.11099579,0.0005385354,0.487555,151711920,17423898,1366825856,2025-03-25,11:53:57
BAT-USD,Basic Attention Token USD,0.15646566,0.0021540076,1.3958808,234020752,14670314,1495668352,2025-03-25,11:53:57
DASH-USD,Dash USD,23.874424,-0.17042923,-0.7087923,291202336,39688812,12197251,2025-03-25,11:53:57
CRV-USD,Curve DAO Token USD,0.50889903,-0.0013370514,-0.26203766,664694080,100319656,1306141312,2025-03-25,11:53:57
RUNE-USD,THORChain USD,1.2583412,-0.027270794,-2.1212363,442602688,127232496,351735040,2025-03-25,11:53:57
1INCH-USD,1inch Network USD,0.21585985,-0.00017365813,-0.08038335,297390912,14298272,1377703680,2025-03-25,11:53:57
CELO-USD,Celo USD,0.39082685,0.004428655,1.1461357,220921920,13497183,565268032,2025-03-25,11:53:57
XEM-USD,NEM USD,0.019346721,-0.00047700666,-2.4062397,174120496,15179617,8999999488,2025-03-25,11:53:57
QTUM-USD,Qtum USD,2.2252226,-0.0025260448,-0.11339458,234928304,39535708,105575192,2025-03-25,11:53:57
ONT-USD,Ontology USD,0.15560666,0.000104010105,0.06688709,142177456,6437719,913697856,2025-03-25,11:53:57
OMG-USD,OMG Network USD,0.224225,-0.0022213906,-0.9809774,31446524,7586698,140245392,2025-03-25,11:53:57
YFI-USD,yearn.finance USD,5368.9756,43.99756,0.8262483,181201120,29302922,33749,2025-03-25,11:53:57
ICX-USD,ICON USD,0.10661435,0.0010943189,1.0370704,112585952,3262330,1056011264,2025-03-25,11:53:57
BTT-USD,BitTorrent [New] USD,7.0270755e-07,-3.93527e-09,-0.55689716,692912640,17475220,986061140393984,2025-03-25,11:53:57
WAVES-USD,Waves USD,1.4197485,0.0013468266,0.0949524,166561376,16872278,117317520,2025-03-25,11:53:57
ZRX-USD,0x Protocol USD,0.2840771,-0.005929202,-2.0445106,241010032,61701248,848396544,2025-03-25,11:53:57
KAVA-USD,Kava USD,0.48192814,-0.010179967,-2.0686452,521857536,16604789,1082853504,2025-03-25,11:53:57
ANKR-USD,Ankr USD,0.01991046,-0.0016418248,-7.617869,199104608,99750648,10000000000,2025-03-25,11:53:57
ALGO-USD,Algorand USD,0.21040586,0.004162088,2.018046,1793058560,68635976,8521903616,2025-03-25,11:53:57
STX-USD,Stox USD,0.0026040783,0.00030221906,13.129344,0,8881,0,2025-03-25,11:53:57
DGB-USD,DigiByte USD,0.009281339,0.0010693772,13.022189,163374624,12660891,17602484224,2025-03-25,11:53:57
HNT-USD,Helium USD,3.4027615,-0.029464722,-0.85847133,611683520,4449233,179760928,2025-03-25,11:53:57
KLAY-USD,Klaytn USD,0.10832028,-0.0023378432,-2.1126745,0,251177,0,2025-03-25,11:53:57
GALA-USD,Gala USD,0.01846218,0.00016508438,0.9022418,806377152,45573704,43677245440,2025-03-25,11:53:57
RSR-USD,Reserve Rights USD,0.007277861,0.000418928,6.1077747,406830528,44852004,55899742208,2025-03-25,11:53:57
MINA-USD,Mina USD,0.2819569,0.0026471615,0.9477518,344555968,20689494,1222016512,2025-03-25,11:53:57
XDC-USD,XDC Network USD,0.0741481,-0.00028055906,-0.37694308,1163920384,17062484,15697236992,2025-03-25,11:53:57
RVN-USD,Ravencoin USD,0.013020735,0.00020666141,1.6127743,194865776,8585767,14965804032,2025-03-25,11:53:57
IOST-USD,IOST USD,0.0043100826,3.443053e-05,0.80527085,98748832,12210388,22911123456,2025-03-25,11:53:57
WAXP-USD,WAX USD,0.025217744,1.9144267e-05,0.0759683,109774440,7853969,4353063424,2025-03-25,11:53:57
SC-USD,Siacoin USD,0.0034634755,-1.9759405e-05,-0.56726986,194043424,18817326,56025636864,2025-03-25,11:53:57
COTI-USD,COTI USD,0.07997857,0.00093987584,1.1891363,143346320,25181482,1792308992,2025-03-25,11:53:57
TEL-USD,Telcoin USD,0.0065559535,8.126488e-05,1.2551208,615473472,2651994,93880082432,2025-03-25,11:53:57
WIN-USD,WINkLink USD,6.095849e-05,9.1677066e-10,0.00150644,60574564,24945560,993701855232,2025-03-25,11:53:57
TWT-USD,Trust Wallet Token USD,0.91252786,0.0022540092,0.24762379,380204640,11207092,416649888,2025-03-25,11:53:57
ZEN-USD,Horizen USD,9.917538,0.33232307,3.467036,158023696,23299080,15933762,2025-03-25,11:53:57
AR-USD,Arweave USD,7.655227,0.34134722,4.667119,502584544,35575404,65652464,2025-03-25,11:53:57
BNT-USD,Bancor USD,0.42778254,6.994605e-05,0.01635402,49556872,3830667,115845944,2025-03-25,11:53:57
OGN-USD,Origin Protocol USD,0.0674108,-0.001125522,-1.6422276,46498548,8291156,689778944,2025-03-25,11:53:57
UMA-USD,UMA USD,1.4026724,0.011727929,0.843162,120636040,18553524,86004424,2025-03-25,11:53:57
BAL-USD,Balancer USD,1.5397712,0.00823915,0.5379647,96388896,7949797,62599492,2025-03-25,11:53:57
REEF-USD,Reef USD,0.0004950145,1.0438875e-05,2.1542323,10403073,2831531,21015693312,2025-03-25,11:53:57
LPT-USD,Livepeer USD,5.9225054,0.13111639,2.263984,231816464,38428352,39141624,2025-03-25,11:53:57
STORJ-USD,Storj USD,0.30717722,0.002141416,0.702026,123549936,20096666,402210624,2025-03-25,11:53:57
RLC-USD,iExec RLC USD,1.4059352,0.00944984,0.6766907,101765168,12054367,72382552,2025-03-25,11:53:57
NKN-USD,NKN USD,0.05000859,0.000254523,0.51156765,39296684,7750003,785798656,2025-03-25,11:53:57
OCEAN-USD,Ocean Protocol USD,0.24990496,0.0038414598,1.5611589,0,114985,0,2025-03-25,11:53:57
BAND-USD,Band Protocol USD,0.8599258,0.023219883,2.7751584,136485824,10420158,158718144,2025-03-25,11:53:57
SKL-USD,SKALE USD,0.02882335,-0.00017803721,-0.6138946,167034272,21986872,5795102720,2025-03-25,11:53:57
MTL-USD,Metal DAO USD,0.795882,0.0023111105,0.2912254,66866460,2505545,84015544,2025-03-25,11:53:57
CVC-USD,Civic USD,0.101811975,0.0015729517,1.5691967,101811976,22767312,1000000000,2025-03-25,11:53:57
PERP-USD,Perpetual Protocol USD,0.3899518,0.0023037791,0.59429306,25737660,8138338,66002156,2025-03-25,11:53:57
STMX-USD,StormX USD,0.0036829137,-0.0007349127,-16.635164,45487716,7361661,12351013888,2025-03-25,11:53:57
CTSI-USD,Cartesi USD,0.07711329,0.00034333766,0.44722816,66457868,7174716,861821184,2025-03-25,11:53:57
SXP-USD,Solar USD,0.21550162,-0.0010247678,-0.47327888,137425856,4070345,637702272,2025-03-25,11:53:57
TRX-USD,TRON USD,0.22789215,-0.0017464608,-0.7605267,21650900992,382731008,95005032448,2025-03-25,11:53:57
FTT-USD,FTX Token USD,1.1818535,0.013572931,1.1617943,388705824,13746773,328895104,2025-03-25,11:53:57
EWT-USD,Energy Web Token USD,0.86989677,-0.02188301,-2.453859,26150956,159193,30062138,2025-03-25,11:53:57
API3-USD,API3 USD,1.2934139,0.034956098,2.7776988,111779384,129307888,86421976,2025-03-25,11:53:57
MOVR-USD,Moonriver USD,6.491566,-0.1028738,-1.5600111,61769972,5711968,9515419,2025-03-25,11:53:57
KMD-USD,Komodo USD,0.17343892,-0.0030165613,-1.7095313,23579694,2056462,135953872,2025-03-25,11:53:57
