Symbol,Name,Price,Change,Change %,Market Cap,Volume,Circulating Supply,Calculation Date,Calculation Hour
BTC-USD,Bitcoin USD,88063.96,135.32812,0.15390635,1747345735680,31219533824,19841780,2025-03-25,12:10:29
ETH-USD,Ethereum USD,2076.5464,-2.5856934,-0.1243596,250518306816,11905656832,120641816,2025-03-25,12:10:29
BNB-USD,BNB USD,634.62756,6.784607,1.0806153,90417086464,2328957696,142472672,2025-03-25,12:10:29
XRP-USD,XRP USD,2.4497268,-0.015130043,-0.61382425,142471479296,2606436096,58158112768,2025-03-25,12:10:29
ADA-USD,Cardano USD,0.76237,0.03170216,4.3387847,26865113088,1065831040,35238940672,2025-03-25,12:10:29
SOL-USD,Solana USD,146.16556,3.6909637,2.590603,74740228096,3408087552,511339552,2025-03-25,12:10:29
DOGE-USD,Dogecoin USD,0.19267535,0.010977745,6.041769,28626980864,1610836224,148576239616,2025-03-25,12:10:29
DOT-USD,Polkadot USD,4.7098303,0.008582115,0.18254726,7352228864,159751968,1561039104,2025-03-25,12:10:29
MATIC-USD,Polygon USD,0.21823609,0.005908981,2.782965,0,1267171,0,2025-03-25,12:10:29
LTC-USD,Litecoin USD,93.96545,0.5145416,0.5506039,7099885056,430112672,75558472,2025-03-25,12:10:29
BCH-USD,Bitcoin Cash USD,336.47076,6.642395,2.0138953,6677913088,206376480,19846934,2025-03-25,12:10:29
LINK-USD,Chainlink USD,15.470418,0.3929491,2.606199,10165611520,326541600,657099968,2025-03-25,12:10:29
XLM-USD,Stellar USD,0.294264,0.0044356883,1.530452,9057374208,166993280,30779758592,2025-03-25,12:10:29
UNI-USD,UNICORN Token USD,0.00017695698,5.345355e-07,0.30298716,18918,3,106912512,2025-03-25,12:10:29
ETC-USD,Ethereum Classic USD,18.447048,0.25219727,1.3860899,2790243328,86356368,151256896,2025-03-25,12:10:29
FIL-USD,Filecoin USD,3.131921,0.012339115,0.3955358,2023039232,80567216,645941952,2025-03-25,12:10:29
ATOM-USD,Cosmos USD,4.8649917,-0.028827667,-0.5890619,1901891712,129548072,390934208,2025-03-25,12:10:29
VET-USD,VeChain USD,0.026674207,0.00028826483,1.0924935,2293582848,51499268,85985042432,2025-03-25,12:10:29
HBAR-USD,Hedera USD,0.19879398,0.0071386844,3.7247508,8392962048,211254272,42219401216,2025-03-25,12:10:29
ICP-USD,Internet Computer USD,6.133251,0.10985851,1.8238678,2955674880,65213552,481909952,2025-03-25,12:10:29
EGLD-USD,MultiversX USD,19.598862,0.5946312,3.1289456,549040960,24931708,28013922,2025-03-25,12:10:29
MANA-USD,Decentraland USD,0.28095394,0.0005402565,0.19266821,545684224,46218844,1942255232,2025-03-25,12:10:29
SAND-USD,The Sandbox USD,0.30453986,0.0041716993,1.3888543,755672128,54680464,2481357056,2025-03-25,12:10:29
AXS-USD,Axie Infinity USD,3.5037098,-0.0009932518,-0.02834312,559951744,20134270,159816832,2025-03-25,12:10:29
THETA-USD,Theta Network USD,0.98047876,0.0061712265,0.6333943,980478784,14315765,1000000000,2025-03-25,12:10:29
AAVE-USD,Aave USD,188.66219,-2.5834656,-1.350863,2847211520,171648992,15091586,2025-03-25,12:10:29
FTM-USD,Fantom USD,0.69689536,-0.004967928,-0.70781803,1953840128,46269352,2803634944,2025-03-25,12:10:29
GRT-USD,Golden Ratio Token USD,0.45430142,-0.03135559,-6.45632,0,2312535,0,2025-03-25,12:10:29
FLOW-USD,Flow USD,0.42569426,-0.0022705495,-0.53054905,668793728,21108222,1571065856,2025-03-25,12:10:29
KSM-USD,Kusama USD,18.277634,0.018548965,0.101588,297526528,9103671,16278175,2025-03-25,12:10:29
XTZ-USD,Tezos USD,0.7231762,0.011910021,1.6744868,749400448,17894588,1036262592,2025-03-25,12:10:29
NEO-USD,Neo USD,7.9745226,-0.1747284,-2.1440997,562513472,42586500,70538832,2025-03-25,12:10:29
CHZ-USD,Chiliz USD,0.04840262,0.0010649301,2.249643,459218464,32204358,9487470592,2025-03-25,12:10:29
CAKE-USD,PancakeSwap USD,2.615152,0.07548237,2.972142,765797376,215590992,292830944,2025-03-25,12:10:29
ZIL-USD,Zilliqa USD,0.01310231,7.1822666e-05,0.55119115,258030608,12918114,19693520896,2025-03-25,12:10:29
ENJ-USD,Enjin Coin USD,0.09985047,0.003315121,3.4340959,181599392,16689540,1818713472,2025-03-25,12:10:29
LRC-USD,Loopring USD,0.111351125,0.0010564029,0.9578046,152197600,17421772,1366825856,2025-03-25,12:10:29
BAT-USD,Basic Attention Token USD,0.15663262,0.0026311427,1.7085207,234270448,14643846,1495668352,2025-03-25,12:10:29
DASH-USD,Dash USD,23.917889,-0.05750656,-0.23985775,291732480,39724336,12197251,2025-03-25,12:10:29
CRV-USD,Curve DAO Token USD,0.51065844,0.006735623,1.3366377,666992128,98986872,1306141312,2025-03-25,12:10:29
RUNE-USD,THORChain USD,1.255114,-0.018660903,-1.4650053,441467552,127823296,351735040,2025-03-25,12:10:29
1INCH-USD,1inch Network USD,0.21642782,0.001044184,0.48480442,298173408,14462098,1377703680,2025-03-25,12:10:29
CELO-USD,Celo USD,0.39135846,0.005612135,1.4548733,221222432,13500056,565268032,2025-03-25,12:10:29
XEM-USD,NEM USD,0.019335376,-0.00045397505,-2.2940402,174018384,15224987,8999999488,2025-03-25,12:10:29
QTUM-USD,Qtum USD,2.22717,0.008077145,0.36397675,235133888,39374096,105575192,2025-03-25,12:10:29
ONT-USD,Ontology USD,0.15582854,0.0006208718,0.40003443,142380208,6494596,913697856,2025-03-25,12:10:29
OMG-USD,OMG Network USD,0.2243138,-0.0016553104,-0.7325402,31458976,7594157,140245392,2025-03-25,12:10:29
YFI-USD,yearn.finance USD,5378.6387,61.833496,1.1629875,181527248,29278320,33749,2025-03-25,12:10:29
ICX-USD,ICON USD,0.10677633,0.0016554072,1.5747648,112757000,3292919,1056011264,2025-03-25,12:10:29
BTT-USD,BitTorrent [New] USD,7.0299865e-07,-2.471495e-09,-0.3503296,693199616,17427198,986061140393984,2025-03-25,12:10:29
WAVES-USD,Waves USD,1.4172693,-0.00038933754,-0.0274611,166271056,16996246,117317896,2025-03-25,12:10:29
ZRX-USD,0x Protocol USD,0.28366035,-0.0051718056,-1.790598,240656464,61606696,848396544,2025-03-25,12:10:29
KAVA-USD,Kava USD,0.48049018,-0.008441746,-1.7265707,520300480,16494549,1082853504,2025-03-25,12:10:29
ANKR-USD,Ankr USD,0.019948399,-0.0015645456,-7.272576,199483984,99123656,10000000000,2025-03-25,12:10:29
ALGO-USD,Algorand USD,0.21151869,0.0065248907,3.18297,1802541952,69214296,8521903616,2025-03-25,12:10:29
STX-USD,Stox USD,0.0026045265,0.00030266703,13.148815,0,8883,0,2025-03-25,12:10:29
DGB-USD,DigiByte USD,0.009299901,0.0010657208,12.942651,163701376,12688340,17602484224,2025-03-25,12:10:29
HNT-USD,Helium USD,3.40062,-0.030600071,-0.89181125,611298560,4349433,179760928,2025-03-25,12:10:29
KLAY-USD,Klaytn USD,0.1082794,-0.0024084076,-2.1758535,0,251497,0,2025-03-25,12:10:29
GALA-USD,Gala USD,0.018504558,0.00029003248,1.5923148,808228160,45555432,43677245440,2025-03-25,12:10:29
RSR-USD,Reserve Rights USD,0.007304952,0.0005152365,7.5884857,408344928,44271344,55899742208,2025-03-25,12:10:29
MINA-USD,Mina USD,0.2822223,0.0046352744,1.6698428,344880288,20582184,1222016512,2025-03-25,12:10:29
XDC-USD,XDC Network USD,0.07414527,-8.0257654e-05,-0.10812764,1163875968,17046662,15697236992,2025-03-25,12:10:29
RVN-USD,Ravencoin USD,0.0130242715,0.00019616634,1.52919,194918704,8443115,14965804032,2025-03-25,12:10:29
IOST-USD,IOST USD,0.004313398,4.844088e-05,1.135796,98824792,12190539,22911123456,2025-03-25,12:10:29
WAXP-USD,WAX USD,0.025215307,0.00010607578,0.4224527,109763832,7860215,4353063424,2025-03-25,12:10:29
SC-USD,Siacoin USD,0.0034620683,-1.710048e-05,-0.49151015,193964576,18791106,56025636864,2025-03-25,12:10:29
COTI-USD,COTI USD,0.080889545,0.0020022765,2.5381453,144979072,25691634,1792308992,2025-03-25,12:10:29
TEL-USD,Telcoin USD,0.006533559,6.984733e-05,1.080612,613371072,2679370,93880082432,2025-03-25,12:10:29
WIN-USD,WINkLink USD,6.0892544e-05,-2.3934263e-08,-0.03929172,60509036,25084174,993701855232,2025-03-25,12:10:29
TWT-USD,Trust Wallet Token USD,0.9136362,0.0060997605,0.67212003,380666432,11181812,416649888,2025-03-25,12:10:29
ZEN-USD,Horizen USD,9.915367,0.3368721,3.51696,157989104,23292610,15933762,2025-03-25,12:10:29
AR-USD,Arweave USD,7.695543,0.36609888,4.9949093,505231392,35555976,65652464,2025-03-25,12:10:29
BNT-USD,Bancor USD,0.42825693,0.002298683,0.53965133,49611832,3648840,115845944,2025-03-25,12:10:29
OGN-USD,Origin Protocol USD,0.06741044,-0.00102292,-1.4947668,46498300,8258900,689778944,2025-03-25,12:10:29
UMA-USD,UMA USD,1.4023849,0.010430455,0.7493404,120611304,18526170,86004424,2025-03-25,12:10:29
BAL-USD,Balancer USD,1.5442078,0.013388038,0.874563,96666624,7949814,62599492,2025-03-25,12:10:29
REEF-USD,Reef USD,0.0004899937,3.6365236e-06,0.7477018,10297558,2867567,21015693312,2025-03-25,12:10:29
LPT-USD,Livepeer USD,5.934088,0.17853498,3.1019592,232269856,38106400,39141624,2025-03-25,12:10:29
STORJ-USD,Storj USD,0.3067212,0.002545774,0.83694184,123366528,20150440,402210624,2025-03-25,12:10:29
RLC-USD,iExec RLC USD,1.4036305,0.009952307,0.7141022,101598344,11959862,72382552,2025-03-25,12:10:29
NKN-USD,NKN USD,0.050097298,0.0001883693,0.37742457,39366392,7699216,785798656,2025-03-25,12:10:29
OCEAN-USD,Ocean Protocol USD,0.24911752,0.0029293299,1.1898737,0,110444,0,2025-03-25,12:10:29
BAND-USD,Band Protocol USD,0.8598961,0.025754094,3.0874927,136481120,10471792,158718144,2025-03-25,12:10:29
SKL-USD,SKALE USD,0.028810684,-0.00018557906,-0.6400136,166960880,22066828,5795102720,2025-03-25,12:10:29
MTL-USD,Metal DAO USD,0.7957088,0.0029507875,0.3722148,66851904,2498942,84015544,2025-03-25,12:10:29
CVC-USD,Civic USD,0.101996124,0.0015417933,1.5348235,101996120,22719720,1000000000,2025-03-25,12:10:29
PERP-USD,Perpetual Protocol USD,0.39066395,0.004305333,1.1143347,25784662,8137615,66002156,2025-03-25,12:10:29
STMX-USD,StormX USD,0.0036823105,-0.0007389665,-16.713873,45480268,7329967,12351013888,2025-03-25,12:10:29
CTSI-USD,Cartesi USD,0.077269495,0.00054515153,0.71053994,66592488,7102724,861821184,2025-03-25,12:10:29
SXP-USD,Solar USD,0.2158393,0.00021833181,0.10125959,137641200,4048699,637702272,2025-03-25,12:10:29
TRX-USD,TRON USD,0.22754213,-0.0016924292,-0.7382946,21617647616,380753760,95005032448,2025-03-25,12:10:29
FTT-USD,FTX Token USD,1.180838,0.015202761,1.3042476,388371840,13159384,328895104,2025-03-25,12:10:29
EWT-USD,Energy Web Token USD,0.86849177,-0.021152318,-2.3776186,26108720,158631,30062138,2025-03-25,12:10:29
API3-USD,API3 USD,1.2862104,0.015921831,1.2534046,111156848,126088168,86421976,2025-03-25,12:10:29
MOVR-USD,Moonriver USD,6.5072985,-0.0800395,-1.2150549,61919672,5490514,9515419,2025-03-25,12:10:29
KMD-USD,Komodo USD,0.17290884,-0.0035399199,-2.0062053,23507626,2073970,135953872,2025-03-25,12:10:29
PUNDIX-USD,Pundi X (New) USD,0.31696832,0.0034199357,1.0907134,81900352,6932055,258386544,2025-03-25,12:10:29
GNO-USD,Gnosis USD,132.0772,0.33558655,0.2547272,341841344,4504190,2588193,2025-03-25,12:10:29
MLN-USD,Enzyme USD,9.243551,-0.10941601,-1.1698458,27430934,5610331,2967575,2025-03-25,12:10:29
